docid,label,url,author,title,year,abstract,combined_text,language
2318755,"Gabrielle Fack, Camille Landais, Alix Myczkowski. Biens publics, charité privée : Comment l'État peut-il réguler le charity business ?. Editions Rue d'Ulm, 2018. &#x27E8;hal-02318755&#x27E9;",https://hal.science/hal-02318755,"Gabrielle Fack, Camille Landais, Alix Myczkowski","Biens publics, charité privée : Comment l'État peut-il réguler le charity business ?",2018,,"Biens publics, charité privée : Comment l'État peut-il réguler le charity business ? ",fr
1495162,"Jean-Marie Chevalier, Patrice Geoffron. The new energy crisis : Climate, Economics and Geopolitics. Palgrave Macmillan, pp.319, 2013. &#x27E8;hal-01495162&#x27E9;",https://hal.science/hal-01495162,"Jean-Marie Chevalier, Patrice Geoffron","The new energy crisis : Climate, Economics and Geopolitics",2013,"In a world where climate change has become a proven reality, it is clear that global energy consumption is currently on an unsustainable path. Humankind's insatiable appetite for energy has sparked a new crisis, and there is a deep uncertainty about what the long term physical, economic and social impacts of global warming will be. This revised and updated book examines the climate-energy equation in a post-Fukushima world, examining the implications of this crisis for energy choices and energy policies around the world.","The new energy crisis : Climate, Economics and Geopolitics In a world where climate change has become a proven reality, it is clear that global energy consumption is currently on an unsustainable path. Humankind's insatiable appetite for energy has sparked a new crisis, and there is a deep uncertainty about what the long term physical, economic and social impacts of global warming will be. This revised and updated book examines the climate-energy equation in a post-Fukushima world, examining the implications of this crisis for energy choices and energy policies around the world.",en
1521223,"Brigitte Dormont, Stéphane Luchini, Anne-Laure Samson, Erik Schokkaert, Clémence Thebaut, et al.. Fair Cost-Benefit Evaluation of Health Care: a Case Study of Blood Pressure Lowering Drugs in France. 34ème journée des économistes de la santé français, Dec 2012, Reims, France. &#x27E8;hal-01521223&#x27E9;",https://hal.science/hal-01521223,"Brigitte Dormont, Stéphane Luchini, Anne-Laure Samson, Erik Schokkaert, Clémence Thebaut, ",Fair Cost-Benefit Evaluation of Health Care: a Case Study of Blood Pressure Lowering Drugs in France,2012,,Fair Cost-Benefit Evaluation of Health Care: a Case Study of Blood Pressure Lowering Drugs in France ,en
2568252,"Thao Pham. Market Power Issues in Liberalized Wholesale Electricity Markets: A Review of the Literature with a Look into the Future. Revue d'économie politique, 2019, 129 (3), pp.325. &#x27E8;10.3917/redp.293.0325&#x27E9;. &#x27E8;hal-02568252&#x27E9;",https://hal.univ-reims.fr/hal-02568252,Thao Pham,Market Power Issues in Liberalized Wholesale Electricity Markets: A Review of the Literature with a Look into the Future,2019,,Market Power Issues in Liberalized Wholesale Electricity Markets: A Review of the Literature with a Look into the Future ,en
1619813,"Sandrine Dufour-Kippelen. L'évaluation économique des actions de prévention en gérontologie. L'Officiel des Aînés. Thématiques 2015, pp.234-235, 2015. &#x27E8;hal-01619813&#x27E9;",https://hal.science/hal-01619813,Sandrine Dufour-Kippelen,L'évaluation économique des actions de prévention en gérontologie,2015,"La prévention en gérontologie a pour objectif la préservation de l’autonomie. Des actions s’adressent auxseniors, voire à l’ensemble de la population dès son plus jeune âge, pour promouvoir des comportementsvertueux tout au long de la vie favorisant ainsi le Bien Vieillir. D’autres actions visent plus précisément lespersonnes à risque de perte d’autonomie (Aquino, 2013, Pinville 2013).La prévention en gérontologie propose aux personnes souffrant d’incapacités d’avoir la meilleure qualitéde vie possible compte tenu de leur état de santé. Elle suppose de prendre en compte les aspects médicauxassociés aux facteurs comportementaux, sociaux et environnementaux.Des recommandations sont émises par les agences d’évaluation, et des plans successifs sont mis en placepour prévenir la perte d’autonomie. Cependant le manque d’évaluations scientifiques des résultats de cesactions est souligné (CNSA 2010, Cour des comptes 2011, CESE 2012, FNG 2012). Dans un contexte deressources rares, l’évaluation économique propose un cadre méthodologique pour déterminer les avantagesmédico-économiques d’une action de prévention par rapport à une autre et d’aider ainsi au pilotage d’unepolitique de prévention.","L'évaluation économique des actions de prévention en gérontologie La prévention en gérontologie a pour objectif la préservation de l’autonomie. Des actions s’adressent auxseniors, voire à l’ensemble de la population dès son plus jeune âge, pour promouvoir des comportementsvertueux tout au long de la vie favorisant ainsi le Bien Vieillir. D’autres actions visent plus précisément lespersonnes à risque de perte d’autonomie (Aquino, 2013, Pinville 2013).La prévention en gérontologie propose aux personnes souffrant d’incapacités d’avoir la meilleure qualitéde vie possible compte tenu de leur état de santé. Elle suppose de prendre en compte les aspects médicauxassociés aux facteurs comportementaux, sociaux et environnementaux.Des recommandations sont émises par les agences d’évaluation, et des plans successifs sont mis en placepour prévenir la perte d’autonomie. Cependant le manque d’évaluations scientifiques des résultats de cesactions est souligné (CNSA 2010, Cour des comptes 2011, CESE 2012, FNG 2012). Dans un contexte deressources rares, l’évaluation économique propose un cadre méthodologique pour déterminer les avantagesmédico-économiques d’une action de prévention par rapport à une autre et d’aider ainsi au pilotage d’unepolitique de prévention.",fr
1634639,"Mireille Razafindrakoto, François Roubaud, Jean-Michel Wachsberger. L'enquête auprès des ""Elites"" à Madagascar : quelles solutions aux enjeux méthodologiques ? . 7ème colloque francophone sur les sondages, Ecole Nationale de la Statistique et de l’Analyse de l’Information (ENSAI),RENNES, Nov 2012, Rennes, France. &#x27E8;hal-01634639&#x27E9;",https://hal.univ-lille.fr/hal-01634639,"Mireille Razafindrakoto, François Roubaud, Jean-Michel Wachsberger","L'enquête auprès des ""Elites"" à Madagascar : quelles solutions aux enjeux méthodologiques ? ",2012,,"L'enquête auprès des ""Elites"" à Madagascar : quelles solutions aux enjeux méthodologiques ?  ",fr
4025726,"Isabelle Guérin, Christophe Jalil Nordman, Cécile Mouchel. With a Little Help from My Friends? Surviving the Lockdown Using Social Networks in Rural South India. South Asia Multidisciplinary Academic Journal, 2022, 29, &#x27E8;10.4000/samaj.8309&#x27E9;. &#x27E8;hal-04025726&#x27E9;",https://cnrs.hal.science/hal-04025726,"Isabelle Guérin, Christophe Jalil Nordman, Cécile Mouchel",With a Little Help from My Friends? Surviving the Lockdown Using Social Networks in Rural South India,2022,,With a Little Help from My Friends? Surviving the Lockdown Using Social Networks in Rural South India ,en
998614,"Anna Créti, Federico Pontoni. Cheaper electricity or a better river? Estimating fluvial ecosystem value in Southern France. 2014. &#x27E8;hal-00998614&#x27E9;",https://hal.science/hal-00998614,"Anna Créti, Federico Pontoni",Cheaper electricity or a better river? Estimating fluvial ecosystem value in Southern France,2014,"In the next years, France will renew a consistent share of hydroelectric concessions, among which we find those insisting on the Aspe and its tributaries (for a total of almost 100 MW). Beauty contests will take place, where bidders will present offers for technical and environmental improvements, as well as a revenue sharing percentage for Local Authorities. This framework generates a potential trade-off between revenue-sharing and environmental improvement. Our work investigates this trade-off by means of a discrete choice experiment (DCE) to estimate people's preferences. The experiment has been conducted on a representative sample living in the Aspe valley. In our DCE, we translate the revenue sharing in an immediate rebate in the electricity bill. Respondents could choose higher rebates and lower ecosystem improvements or lower (or no) rebate and higher ecosystem amelioration. According to the experiment results, the highest total willingness to pay (WTP) is above € 144 per household and per year. Moreover, people's marginal WTP for a satisfactory fish stock reaches 250 €/year, that is three times the maximum rebate that was offered. Finally, all environmental attributes are considered as significant and worth a monetary effort. Therefore, hydroelectric concession bidders should give clear priority to environmental aspects.","Cheaper electricity or a better river? Estimating fluvial ecosystem value in Southern France In the next years, France will renew a consistent share of hydroelectric concessions, among which we find those insisting on the Aspe and its tributaries (for a total of almost 100 MW). Beauty contests will take place, where bidders will present offers for technical and environmental improvements, as well as a revenue sharing percentage for Local Authorities. This framework generates a potential trade-off between revenue-sharing and environmental improvement. Our work investigates this trade-off by means of a discrete choice experiment (DCE) to estimate people's preferences. The experiment has been conducted on a representative sample living in the Aspe valley. In our DCE, we translate the revenue sharing in an immediate rebate in the electricity bill. Respondents could choose higher rebates and lower ecosystem improvements or lower (or no) rebate and higher ecosystem amelioration. According to the experiment results, the highest total willingness to pay (WTP) is above € 144 per household and per year. Moreover, people's marginal WTP for a satisfactory fish stock reaches 250 €/year, that is three times the maximum rebate that was offered. Finally, all environmental attributes are considered as significant and worth a monetary effort. Therefore, hydroelectric concession bidders should give clear priority to environmental aspects.",en
1880343,"Jamal Bouoiyour, Amal Miftah. Transferts de fonds, éducation et travail des enfants au Maroc. Une analyse par score de propension. 2013. &#x27E8;hal-01880343&#x27E9;",https://univ-pau.hal.science/hal-01880343,"Jamal Bouoiyour, Amal Miftah","Transferts de fonds, éducation et travail des enfants au Maroc",2013,"Cet article explore les facteurs explicatifs de la disparité de la demande d’éducation et de l’offre de travail des enfants en considérant les ménages avec et sans migrants internationaux. Il s’agit, en particulier, de mettre en évidence le rôle des transferts de fonds des migrants dans l’éducation et dans le travail des enfants marocains, à l’aide d'une enquête effectuée dans la région de Souss-Massa-Draa (Sud du Maroc). Nous traitons le problème d’endogéinité potentiel des transferts des migrants en utilisant la méthode des variables instrumentales. Nos résultats montrent que ces flux financiers ont un effet positif sur la proportion d’enfants scolarisés au sein des ménages migrants. De plus, le nombre d’enfants, qui cumulent emploi et scolarité, vivant dans des ménages migrants est nettement moins élevé par rapport à celui des enfants des ménages sans migrants. Nos résultats montrent aussi l’effet positif des transferts sur la scolarité des enfants pauvres. Il semble également que l’activité partielle des enfants ou des adolescents pauvres baisse, de manière significative grâce aux transferts financiers des migrants. The purpose of this paper is to examine the impact of remittances on child labor and demand of education using survey data on the Souss-Massa-Draa region (South of Morocco). Based on an instrumental variables probit model, we find a positive and significant effect of remittances on the investments in education. Furthermore, the number of children living in migrant households who accumulate employment and schooling is clearly less raised compared with the children of the households of group of control (non migrant households). Moreover, our results show the positive effect of remittances on the schooling of the poor children. It also seems that the partial participation of poor children or teenagers in work declines more significantly through migrant remittances.","Transferts de fonds, éducation et travail des enfants au Maroc Cet article explore les facteurs explicatifs de la disparité de la demande d’éducation et de l’offre de travail des enfants en considérant les ménages avec et sans migrants internationaux. Il s’agit, en particulier, de mettre en évidence le rôle des transferts de fonds des migrants dans l’éducation et dans le travail des enfants marocains, à l’aide d'une enquête effectuée dans la région de Souss-Massa-Draa (Sud du Maroc). Nous traitons le problème d’endogéinité potentiel des transferts des migrants en utilisant la méthode des variables instrumentales. Nos résultats montrent que ces flux financiers ont un effet positif sur la proportion d’enfants scolarisés au sein des ménages migrants. De plus, le nombre d’enfants, qui cumulent emploi et scolarité, vivant dans des ménages migrants est nettement moins élevé par rapport à celui des enfants des ménages sans migrants. Nos résultats montrent aussi l’effet positif des transferts sur la scolarité des enfants pauvres. Il semble également que l’activité partielle des enfants ou des adolescents pauvres baisse, de manière significative grâce aux transferts financiers des migrants. The purpose of this paper is to examine the impact of remittances on child labor and demand of education using survey data on the Souss-Massa-Draa region (South of Morocco). Based on an instrumental variables probit model, we find a positive and significant effect of remittances on the investments in education. Furthermore, the number of children living in migrant households who accumulate employment and schooling is clearly less raised compared with the children of the households of group of control (non migrant households). Moreover, our results show the positive effect of remittances on the schooling of the poor children. It also seems that the partial participation of poor children or teenagers in work declines more significantly through migrant remittances.",fr
1498631,"Sylvain Benoît, Jean-Edouard Colliard, Christophe Hurlin, Christophe Pérignon. Where the Risks Lie: A Survey on Systemic Risk. Review of Finance, 2017, &#x27E8;10.1093/rof/rfw026&#x27E9;. &#x27E8;hal-01498631&#x27E9;",https://hal.science/hal-01498631,"Sylvain Benoît, Jean-Edouard Colliard, Christophe Hurlin, Christophe Pérignon",Where the Risks Lie: A Survey on Systemic Risk,2017,"We review the extensive literature on systemic risk and connect it to the current regulatory debate. While we take stock of the achievements of this rapidly growing field, we identify a gap between two main approaches. The first one studies different sources of systemic risk in isolation, uses confidential data, and inspires targeted but complex regulatory tools. The second approach uses market data to produce global measures which are not directly connected to any particular theory, but could support a more efficient regulation. Bridging this gap will require encompassing theoretical models and improved data disclosure.","Where the Risks Lie: A Survey on Systemic Risk We review the extensive literature on systemic risk and connect it to the current regulatory debate. While we take stock of the achievements of this rapidly growing field, we identify a gap between two main approaches. The first one studies different sources of systemic risk in isolation, uses confidential data, and inspires targeted but complex regulatory tools. The second approach uses market data to produce global measures which are not directly connected to any particular theory, but could support a more efficient regulation. Bridging this gap will require encompassing theoretical models and improved data disclosure.",en
1497824,"Isabelle Chort, Philippe de Vreyer, Thomas Zuber. Gendered internal migration patterns in Senegal. 2017. &#x27E8;hal-01497824&#x27E9;",https://hal.science/hal-01497824,"Isabelle Chort, Philippe de Vreyer, Thomas Zuber",Gendered internal migration patterns in Senegal,2017,"Using individual panel data from Senegal collected in 2006-07 and 2010-12, this study explores internal migration patterns of men and women. The data used contain the GPS coordinates of individuals' location, allowing us to calculate precise migration distances and map individual mobilities.Women are found to be more likely to migrate than men. However, they move less far and are more likely to migrate to rural areas, especially when originating from rural areas. Education is found to increase the likelihood of migration to urban destinations, especially for women. An analysis of the motives for migrating confirms the existence of gendered migration patterns, as female mobility is mostly linked to marriage while labor mobility is frequently observed for men.","Gendered internal migration patterns in Senegal Using individual panel data from Senegal collected in 2006-07 and 2010-12, this study explores internal migration patterns of men and women. The data used contain the GPS coordinates of individuals' location, allowing us to calculate precise migration distances and map individual mobilities.Women are found to be more likely to migrate than men. However, they move less far and are more likely to migrate to rural areas, especially when originating from rural areas. Education is found to increase the likelihood of migration to urban destinations, especially for women. An analysis of the motives for migrating confirms the existence of gendered migration patterns, as female mobility is mostly linked to marriage while labor mobility is frequently observed for men.",en
1651132,"Simon M. Burgess, Carol Propper, Marisa Ratto, Emma Tominey. Incentives in the Public Sector: Evidence from a Government Agency. The Economic Journal, 2017, 127 (Feature issue), &#x27E8;10.1111/ecoj.12422&#x27E9;. &#x27E8;hal-01651132&#x27E9;",https://hal.science/hal-01651132,Simon M,"Burgess, Carol Propper, Marisa Ratto, Emma Tominey",2017,"We study the impact of team-based performance pay in a major UK government agency, the public employment service. The scheme covered quantity and quality targets, measured with varying degrees of precision. We use unique data from the agency's performance management system and personnel records, linked to local labour market data. We show that on average the scheme had no significant effect but had a substantial positive effect in small teams, fitting an explanation combining free riding and peer monitoring. The impact was greater on better-measured quantity outcomes than quality outcomes. The scheme was very cost effective in small offices.","Burgess, Carol Propper, Marisa Ratto, Emma Tominey We study the impact of team-based performance pay in a major UK government agency, the public employment service. The scheme covered quantity and quality targets, measured with varying degrees of precision. We use unique data from the agency's performance management system and personnel records, linked to local labour market data. We show that on average the scheme had no significant effect but had a substantial positive effect in small teams, fitting an explanation combining free riding and peer monitoring. The impact was greater on better-measured quantity outcomes than quality outcomes. The scheme was very cost effective in small offices.",en
1494548,"Philippe Chalmin. Les marchés mondiaux « Crise et Châtiments ». Revue de l'Energie, 2013, 612. &#x27E8;hal-01494548&#x27E9;",https://hal.science/hal-01494548,Philippe Chalmin,Les marchés mondiaux « Crise et Châtiments »,2013,"Comme chaque année, l'équipe de Cyclope a analysé en détail l'évolution des marchés mondiaux en 2012 et évoqué les perspectives pour l'année en cours et les suivantes. Ce volumineux travail qui concerne notamment les monnaies, les matières premières, les finances, les services et l'agriculture est sans équivalent dans le monde. Il dispose également d'un important volet énergétique, sous le titre «l'énergie entre profusion et transition ». Nous le publions ci-dessous intégralement.","Les marchés mondiaux « Crise et Châtiments » Comme chaque année, l'équipe de Cyclope a analysé en détail l'évolution des marchés mondiaux en 2012 et évoqué les perspectives pour l'année en cours et les suivantes. Ce volumineux travail qui concerne notamment les monnaies, les matières premières, les finances, les services et l'agriculture est sans équivalent dans le monde. Il dispose également d'un important volet énergétique, sous le titre «l'énergie entre profusion et transition ». Nous le publions ci-dessous intégralement.",fr
4233768,"José Heleno Faro, Jean-Philippe Lefort. Dynamic objective and subjective rationality. Theoretical Economics, 2019, 14 (1), pp.1-14. &#x27E8;hal-04233768&#x27E9;",https://hal.science/hal-04233768,"José Heleno Faro, Jean-Philippe Lefort",Dynamic objective and subjective rationality,2019,"We characterize prior-by-prior Bayesian updating using a model proposed by Gilboa, Maccheroni, Marinacci, and Schmeidler (2010) that jointly considers objective and subjective rationality. These rationality concepts are subject to the Bewley unanimity rule and maxmin expected utility, respectively, with a common set of priors and the same utility over consequences. We use this setup with two preference relations to develop a novel rationale for full Bayesian updating of maxmin expected utility preferences.","Dynamic objective and subjective rationality We characterize prior-by-prior Bayesian updating using a model proposed by Gilboa, Maccheroni, Marinacci, and Schmeidler (2010) that jointly considers objective and subjective rationality. These rationality concepts are subject to the Bewley unanimity rule and maxmin expected utility, respectively, with a common set of priors and the same utility over consequences. We use this setup with two preference relations to develop a novel rationale for full Bayesian updating of maxmin expected utility preferences.",en
1504601,"Sophie Méritet. Les relations franco-allemandes dans le domaine de l’énergie en Europe. Annuaire français de relations internationales, pp.373-387, 2012, 9782110090553. &#x27E8;hal-01504601&#x27E9;",https://hal.science/hal-01504601,Sophie Méritet,Les relations franco-allemandes dans le domaine de l’énergie en Europe,2012,"L’accident  de  la  centrale  de  Fukushima  a  ouvert  le  débat  sur  l’énergie nucléaire  dans  le  monde  et  plus  particulièrement  en  Europe.  L’Allemagne
a  accéléré  sa  sortie  du  nucléaire,  l’Italie  a  également  annoncé  son  intention de  renoncer  au  nucléaire  après  référendum,  la  Belgique  suivra...  En  parallèle,  le  Royaume-Uni,  les  Pays-Bas,  la  Suède,  la  France,  la  Pologne...  ont affirmé  le  maintien  du  nucléaire  dans  leur  bouquet  énergétique.  Actuellement,   en   période   de   crise   économique,   d’instabilités   politiques   et   de
périodes  électorales  dans  plusieurs  pays,  le  débat  sur  le  nucléaire  est  lancé en  Europe.","Les relations franco-allemandes dans le domaine de l’énergie en Europe L’accident  de  la  centrale  de  Fukushima  a  ouvert  le  débat  sur  l’énergie nucléaire  dans  le  monde  et  plus  particulièrement  en  Europe.  L’Allemagne
a  accéléré  sa  sortie  du  nucléaire,  l’Italie  a  également  annoncé  son  intention de  renoncer  au  nucléaire  après  référendum,  la  Belgique  suivra...  En  parallèle,  le  Royaume-Uni,  les  Pays-Bas,  la  Suède,  la  France,  la  Pologne...  ont affirmé  le  maintien  du  nucléaire  dans  leur  bouquet  énergétique.  Actuellement,   en   période   de   crise   économique,   d’instabilités   politiques   et   de
périodes  électorales  dans  plusieurs  pays,  le  débat  sur  le  nucléaire  est  lancé en  Europe.",fr
1408902,"Vidya Atal, Talia Bar, Sidartha Gordon. Project selection: Commitment and competition. Games and Economic Behavior, 2016, 96, &#x27E8;10.1016/j.geb.2016.01.011&#x27E9;. &#x27E8;hal-01408902&#x27E9;",https://hal.science/hal-01408902,"Vidya Atal, Talia Bar, Sidartha Gordon",Project selection: Commitment and competition,2016,"We examine project selection decisions of firms constrained in the number of projects they can handle at once. A new project opportunity arises every period. Taking on a project requires a commitment of uncertain duration, preventing the firm from selecting another project in subsequent periods until the commitment ends. In our dynamic game, when two firms are free of commitment, they move sequentially in random order. Symmetric pure strategy Markov perfect equilibria always exist. In equilibrium, the first mover strategically rejects some projects that are then selected by the second mover, even when the value of the project is the same for both firms. A monopolist rejects more projects, and adopts ones of higher average quality compared to the duopolist. Duopolists select too few projects compared to their jointly optimal behavior. We extend the model to allow for externalities, asymmetry, and n>2n>2 firms.","Project selection: Commitment and competition We examine project selection decisions of firms constrained in the number of projects they can handle at once. A new project opportunity arises every period. Taking on a project requires a commitment of uncertain duration, preventing the firm from selecting another project in subsequent periods until the commitment ends. In our dynamic game, when two firms are free of commitment, they move sequentially in random order. Symmetric pure strategy Markov perfect equilibria always exist. In equilibrium, the first mover strategically rejects some projects that are then selected by the second mover, even when the value of the project is the same for both firms. A monopolist rejects more projects, and adopts ones of higher average quality compared to the duopolist. Duopolists select too few projects compared to their jointly optimal behavior. We extend the model to allow for externalities, asymmetry, and n>2n>2 firms.",en
2313872,"René Aïd, Liangchen Li, Michael Ludkovski. Capacity Expansion Games with Application to Competition in Power Generation Investments. Journal of Economic Dynamics & Control, 2017, 84, &#x27E8;10.1016/j.jedc.2017.08.002&#x27E9;. &#x27E8;hal-02313872&#x27E9;",https://hal.science/hal-02313872,"René Aïd, Liangchen Li, Michael Ludkovski",Capacity Expansion Games with Application to Competition in Power Generation Investments,2017,"We consider competitive capacity investment for a duopoly of two distinct producers. The producers are exposed to stochastically fluctuating costs and interact through aggregate supply. Capacity expansion is irreversible and modeled in terms of timing strategies characterized through threshold rules. Because the impact of changing costs on the producers is asymmetric, we are led to a nonzero-sum timing game describing the transitions among the discrete investment stages. Working in a continuous-time diffusion framework, we characterize and analyze the resulting Nash equilibrium and game values. Our analysis quantifies the dynamic competition effects and yields insight into dynamic preemption and over-investment in a general asymmetric setting. A case-study considering the impact of fluctuating emission costs on power producers investing in nuclear and coal-fired plants is also presented.","Capacity Expansion Games with Application to Competition in Power Generation Investments We consider competitive capacity investment for a duopoly of two distinct producers. The producers are exposed to stochastically fluctuating costs and interact through aggregate supply. Capacity expansion is irreversible and modeled in terms of timing strategies characterized through threshold rules. Because the impact of changing costs on the producers is asymmetric, we are led to a nonzero-sum timing game describing the transitions among the discrete investment stages. Working in a continuous-time diffusion framework, we characterize and analyze the resulting Nash equilibrium and game values. Our analysis quantifies the dynamic competition effects and yields insight into dynamic preemption and over-investment in a general asymmetric setting. A case-study considering the impact of fluctuating emission costs on power producers investing in nuclear and coal-fired plants is also presented.",en
2305037,"Aleksander Berentsen, Mariana Rojas Breu, Christopher Waller. What is the value of being a superhost ?. 2019. &#x27E8;hal-02305037&#x27E9;",https://hal.science/hal-02305037,"Aleksander Berentsen, Mariana Rojas Breu, Christopher Waller",What is the value of being a superhost ?,2019,"We construct a search model where sellers post prices and produce goods of unknown quality. A match reveals the quality of the seller. Buyers rate sellers based on quality. We show that unrated sellers charge a low price to attract buyers and that highly rated sellers post a high price and sell with a higher probability than unrated sellers. We fi nd that welfare is higher with a ratings system. Using data on Airbnb rentals, we show that Superhosts and hosts with high ratings: 1) charge higher prices, 2) have a higher occupancy rate and 3) higher revenue than average hosts.","What is the value of being a superhost ? We construct a search model where sellers post prices and produce goods of unknown quality. A match reveals the quality of the seller. Buyers rate sellers based on quality. We show that unrated sellers charge a low price to attract buyers and that highly rated sellers post a high price and sell with a higher probability than unrated sellers. We fi nd that welfare is higher with a ratings system. Using data on Airbnb rentals, we show that Superhosts and hosts with high ratings: 1) charge higher prices, 2) have a higher occupancy rate and 3) higher revenue than average hosts.",en
1634938,"Laetitia Razafimamonjy, Mireille Razafindrakoto, Désiré Razafindrazaka, François Roubaud, Jean-Michel Wachsberger. Le rapport à la politique des Malgaches : politisation et participation citoyenne.. 2013. &#x27E8;hal-01634938&#x27E9;",https://hal.univ-lille.fr/hal-01634938,"Laetitia Razafimamonjy, Mireille Razafindrakoto, Désiré Razafindrazaka, François Roubaud, Jean-Michel Wachsberger",Le rapport à la politique des Malgaches : politisation et participation citoyenne,2013,,Le rapport à la politique des Malgaches : politisation et participation citoyenne ,fr
1634911,"Joël Rakotomamonjy, Mireille Razafindrakoto, Laetitia Razafimamonjy, Désiré Razafindrazaka, François Roubaud, et al.. Redevabilité sociale et attentes des Malgaches envers leurs dirigeants . 2014. &#x27E8;hal-01634911&#x27E9;",https://hal.univ-lille.fr/hal-01634911,"Joël Rakotomamonjy, Mireille Razafindrakoto, Laetitia Razafimamonjy, Désiré Razafindrazaka, François Roubaud, ",Redevabilité sociale et attentes des Malgaches envers leurs dirigeants ,2014,,Redevabilité sociale et attentes des Malgaches envers leurs dirigeants  ,fr
1634040,"Mireille Razafindrakoto, François Roubaud, Jean-Michel Wachsberger.  Institutions, gouvernance et crises à Madagascar : l’énigme et le paradoxe . Séminaire de l’Océan indien occidental, CESSMA, Mar 2015, Paris, France. &#x27E8;hal-01634040&#x27E9;",https://hal.univ-lille.fr/hal-01634040,"Mireille Razafindrakoto, François Roubaud, Jean-Michel Wachsberger","Institutions, gouvernance et crises à Madagascar : l’énigme et le paradoxe ",2015,,"Institutions, gouvernance et crises à Madagascar : l’énigme et le paradoxe  ",fr
2082438,"Thuy Quynh Hoang. Essays on horizontal inequalities, ethnicity and poverty : The case of Vietnam. Economics and Finance. Université Paris sciences et lettres, 2018. English. &#x27E8;NNT : 2018PSLED049&#x27E9;. &#x27E8;tel-02082438&#x27E9;",https://theses.hal.science/tel-02082438,Thuy Quynh Hoang,"Essays on horizontal inequalities, ethnicity and poverty : The case of Vietnam",2018,,"Essays on horizontal inequalities, ethnicity and poverty : The case of Vietnam ",en
2149755,"Sandrine Mesplé-Somps, Idrissa Diabate. Female genital mutilation and migration in Mali: do return migrants transfer social norms?. Journal of Population Economics, 2019, &#x27E8;10.1007/s00148-019-00733-w&#x27E9;. &#x27E8;hal-02149755&#x27E9;",https://hal.science/hal-02149755,"Sandrine Mesplé-Somps, Idrissa Diabate",Female genital mutilation and migration in Mali: do return migrants transfer social norms?,2019,"In this paper, we investigate the power of migration as a mechanism in the transmission of social norms, taking Mali and Female Genital Mutilation (FGM) as a case study. Mali has a strong FGM culture and a long-standing history of migration. We use an original household-level database coupled with census data to analyze the extent to which girls living in localities with high rates of return migrants are less prone to FGM. Malians migrate predominantly to other African countries where female circumcision is uncommon (e.g., Côte d’Ivoire) and to countries where FGM is totally banned (France and other developed countries) and where anti-FGM information campaigns frequently target African migrants. Taking a two-step instrumental variable approach to control for the endogeneity of migration and return decisions, we show that return migrants have a negative and significant influence on FGM practices. More precisely, we show that this result is primarily driven by the flow of returnees from Cote d’Ivoire. We also show that adults living in localities with return migrants are more informed about FGM and in favor of legislation. The impact of returnees may occur through several channels, including compositional effects, changes in return migrants’ attitudes toward FGM, and return migrants convincing stayers to change their FGM practices.","Female genital mutilation and migration in Mali: do return migrants transfer social norms? In this paper, we investigate the power of migration as a mechanism in the transmission of social norms, taking Mali and Female Genital Mutilation (FGM) as a case study. Mali has a strong FGM culture and a long-standing history of migration. We use an original household-level database coupled with census data to analyze the extent to which girls living in localities with high rates of return migrants are less prone to FGM. Malians migrate predominantly to other African countries where female circumcision is uncommon (e.g., Côte d’Ivoire) and to countries where FGM is totally banned (France and other developed countries) and where anti-FGM information campaigns frequently target African migrants. Taking a two-step instrumental variable approach to control for the endogeneity of migration and return decisions, we show that return migrants have a negative and significant influence on FGM practices. More precisely, we show that this result is primarily driven by the flow of returnees from Cote d’Ivoire. We also show that adults living in localities with return migrants are more informed about FGM and in favor of legislation. The impact of returnees may occur through several channels, including compositional effects, changes in return migrants’ attitudes toward FGM, and return migrants convincing stayers to change their FGM practices.",en
4336193,"Anne-Laure Delatte, Adrien Matray, Noémie Pinardon-Touati. Political Quid Pro Quo In Financial Markets. 2023. &#x27E8;hal-04336193&#x27E9;",https://hal.science/hal-04336193,"Anne-Laure Delatte, Adrien Matray, Noémie Pinardon-Touati",Political Quid Pro Quo In Financial Markets,2023,"Formally independent private banks engage in an exchange of favor with local politicians to gain access to politically-controlled rents. Using French credit registry for 2007-2017, we find that banks grant favors to local politicians by increasing credit granted to the private sector by 9%-14% the year a powerful incumbent faces a contested election. As politicians return the favor, banks that grant more credit to private firms in election years gain market share in the profitable market for loans to local public entities after the election, when the incumbent is reelected. Thus, when politicians control the allocation of rents, formal independence does not ensure the private sector's effective independence from politically motivated distortions.","Political Quid Pro Quo In Financial Markets Formally independent private banks engage in an exchange of favor with local politicians to gain access to politically-controlled rents. Using French credit registry for 2007-2017, we find that banks grant favors to local politicians by increasing credit granted to the private sector by 9%-14% the year a powerful incumbent faces a contested election. As politicians return the favor, banks that grant more credit to private firms in election years gain market share in the profitable market for loans to local public entities after the election, when the incumbent is reelected. Thus, when politicians control the allocation of rents, formal independence does not ensure the private sector's effective independence from politically motivated distortions.",en
